Paragraph,Titel,Anchor,Absatz,Text
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,,,"In den Fällen des Satzes 2 ist die Maßnahme nur zulässig, wenn sie nicht außer Verhältnis zur Bedeutung des aufzuklärenden Sachverhalts steht. Die automatisierte Anwendung zur Auswertung vorhandener Daten erfolgt anhand von Suchbegriffen, die sich aus einem konkreten Sachverhalt, bezogen auf einen Anlass im Sinne des Satzes 2 ergeben. Unter den Voraussetzungen von Satz 2 Nummer 1 und 3 ist auch die Nutzung selbstlernender Systeme zulässig, im Übrigen jedoch nur, wenn tatsächliche Anhaltspunkte die Annahme rechtfertigen, dass innerhalb eines übersehbaren Zeitraumes auf eine zumindest ihrer Art nach konkretisierte Weise"
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,,,eine terroristische Straftat oder
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,,,eine in § 100b Absatz 2 der Strafprozessordnung genannte und voraussichtlich auch im Einzelfall besonders schwerwiegende Straftat
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,,,"begangen werden soll und die Maßnahme zur Verhütung dieser Straftat erforderlich ist. Es ist durch geeignete Maßnahmen sicherzustellen, dass bei der automatisierten Datenanalyse diskriminierende Algorithmen weder herausgebildet noch verwendet werden. Es werden nur mit den Suchparametern übereinstimmende Daten angezeigt. Automatisierte Entscheidungsfindungen und Sachverhaltsbewertungen sind unzulässig. Alle Ergebnisse der automatisierten Datenanalyse müssen aus den in Absatz 2 Satz 1 bis 4 genannten Daten durch menschliche Gedankengänge nachvollziehbar sein. Sollen in der Folge der automatisierten Datenanalyse Maßnahmen gegen Personen getroffen werden, dürfen diesen Maßnahmen allein Daten in einer nicht nach dem hiesigen Absatz verarbeiteten Fassung zugrunde gelegt werden."
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,P47a-A2,2,"Bei der automatisierten Datenanalyse können auf der Analyseplattform rechtmäßig gespeicherte Vorgangsdaten, Falldaten, Daten aus den polizeilichen Auskunftssystemen, Telekommunikationsdaten, Daten aus Asservaten, Daten aus dem polizeilichen Informationsaustausch, soweit sie der polizeilichen Aufgabenerfüllung dienen, und in den Fällen des Absatzes 1 Satz 2 Nummer 1 auch Nutzungs- und Verkehrsdaten weiterverarbeitet werden. Datensätze aus gezielten Abfragen in Datenverbünden der Polizei und gesondert geführten staatlichen Registern können, auch automatisiert, erhoben und in die Weiterverarbeitung einbezogen werden. Eine direkte Anbindung an Internetdienste mit Ausnahme geschlossener behördlicher Datennetze ist ausgeschlossen. Einzelne gesondert gespeicherte Datensätze aus Internetquellen können in die Weiterverarbeitung einbezogen werden. Nicht in die Datenanalyse einbezogen werden Vorgangsdaten von Unbeteiligten. § 42a Absatz 1 bis 4, § 42b und § 42c Absatz 1 gelten entsprechend; § 48 bleibt unberührt. In einem Konzept der Kategorisierung und Kennzeichnung personenbezogener Daten ist anhand der Maßstäbe des Veranlassungszusammenhangs und der Grundrechtsrelevanz vorzusehen, welche personenbezogenen Daten in welcher Weise in eine automatisierte Anwendung zur Datenanalyse einbezogen werden dürfen. Die Höchstspeicherdauer richtet sich nach den Speicherfristen der Ursprungsdaten. Für Verkehrsdaten in der Analyseplattform beträgt sie höchstens zwei Jahre, sofern die Daten nicht für die Fallbearbeitung weiter benötigt werden."
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,P47a-A3,3,"Zugriff auf die automatisierte Datenanalyse dürfen nur ausgewählte und geschulte Polizeidienstkräfte haben. Werden selbstlernende Systeme eingesetzt, so darf die automatisierte Datenanalyse nur durch die Leitung des Landeskriminalamtes, deren Vertretung im Amt oder durch von dieser besonders beauftragte Beamtinnen oder Beamte des höheren Dienstes angeordnet werden. Durch organisatorische und technische Maßnahmen sind die Zugriffsmöglichkeiten der eingesetzten Polizeidienstkräfte auf das erforderliche Maß zu beschränken. In einem Rollen- und Rechtekonzept ist die zweckabhängige Verteilung der Zugriffsrechte zu bestimmen; diese müssen sachlich auf das erforderliche Maß eingeschränkt werden. Die Zugriffe sind zu begründen und zu protokollieren; dabei ist auch das Vorliegen der Voraussetzungen nach den Absätzen 1 und 2 zu dokumentieren. Personen, deren personenbezogene Daten nach Absatz 1 weiterverarbeitet wurden und gegen die anschließend weitere Maßnahmen nach diesem Gesetz getroffen wurden, sind nach Abschluss der Folgemaßnahmen gemäß § 42 des Berliner Datenschutzgesetzes über die Datenverarbeitung nach Absatz 1 zu benachrichtigen; § 27d Absatz 2, 3 und 5 gilt entsprechend. Die oder der behördliche Datenschutzbeauftragte führt spätestens alle zwei Jahre stichprobenartige Kontrollen durch."
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,P47a-A4,4,"Die Polizei kann von ihr rechtmäßig gespeicherte personenbezogene Daten nach Absatz 2 Satz 1 und 2 weiterverarbeiten, wenn dies erforderlich ist, um die automatisierte Datenanalyse zu testen. Personenbezogene Daten sind für die Verwendung zu Testzwecken zu anonymisieren. Kann der Zweck des Tests mit anonymisierten Daten nicht erreicht werden oder ist die Anonymisierung nur mit unverhältnismäßigem Aufwand möglich, sind die Daten zu pseudonymisieren. Kann der Zweck des Tests auch mit pseudonymisierten Daten nicht erreicht werden oder ist auch die Pseudonymisierung nur mit unverhältnismäßigem Aufwand möglich, dürfen personenbezogene Daten verwendet werden. Besondere Kategorien personenbezogener Daten dürfen nur unter Beachtung des § 51a Absatz 2 verwendet werden. Die Weiterverarbeitung von personenbezogenen Daten, die durch einen verdeckten Einsatz technischer Mittel in oder aus Wohnungen oder durch einen verdeckten Eingriff in informationstechnische Systeme erlangt wurden, ist unzulässig."
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,P47a-A5,5,Die Einrichtung und jede wesentliche Änderung der automatisierten Datenanalyse erfolgen durch Anordnung der Polizeipräsidentin oder des Polizeipräsidenten oder der Vertretung im Amt; diese Befugnis kann auf die Leitung des Landeskriminalamtes oder ihre Vertretung im Amt übertragen werden. Die oder der Berliner Beauftragte für Datenschutz und Informationsfreiheit ist vor der Einrichtung oder wesentlichen Änderungen nach Satz 1 anzuhören; bei Gefahr im Verzug ist die Anhörung unverzüglich nachzuholen. Im Übrigen bleiben die Aufgaben und Befugnisse der oder des Berliner Beauftragten für Datenschutz und Informationsfreiheit unberührt.
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,P47a-A6,6,Das Nähere zu den Absätzen 2 bis 4 bestimmen zu veröffentlichende Verwaltungsvorschriften. Die oder der Berliner Beauftragte für Datenschutz und Informationsfreiheit ist vor dem Erlass oder einer Änderung der Verwaltungsvorschriften anzuhören.
47a,Automatisierte Anwendung zur Analyse vorhandener Daten,P47a-A7,7,"Der Senat unterrichtet das Abgeordnetenhaus jährlich über die nach Absatz 1 getroffenen Maßnahmen. In dem Bericht ist insbesondere darzustellen, in welchem Umfang von den Maßnahmen aus Anlass welcher Gefahrenlagen Gebrauch gemacht wurde. Die parlamentarische Kontrolle auf der Grundlage dieses Berichts wird von einem Kontrollgremium ausgeübt. Die Vorschriften des Fünften Abschnitts des Verfassungsschutzgesetzes Berlin gelten entsprechend."
48,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu den in § 30 des Berliner Datenschutzgesetzes genannten Zwecken verarbeitet werden; Verordnungsermächtigung",P48-A1,1,"Für die Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu Zwecken des § 30 des Berliner Datenschutzgesetzes verarbeitet werden, und der zugehörigen Unterlagen gelten ergänzend zu den §§ 44 und 61 des Berliner Datenschutzgesetzes die folgenden Absätze."
48,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu den in § 30 des Berliner Datenschutzgesetzes genannten Zwecken verarbeitet werden; Verordnungsermächtigung",P48-A2,2,"Sind personenbezogene Daten in nicht-automatisiert geführten Dateisystemen zu berichtigen oder in ihrer Verarbeitung einzuschränken, ist ein entsprechender Vermerk anzubringen."
48,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu den in § 30 des Berliner Datenschutzgesetzes genannten Zwecken verarbeitet werden; Verordnungsermächtigung",P48-A3,3,"Sind personenbezogene Daten zu löschen, weil ihre Speicherung von Anfang an unzulässig war, ist die betroffene Person vor der Löschung zu hören."
48,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu den in § 30 des Berliner Datenschutzgesetzes genannten Zwecken verarbeitet werden; Verordnungsermächtigung",P48-A4,4,"Sind personenbezogene Daten in nicht-automatisiert geführten Dateisystemen zu löschen, tritt an die Stelle der Löschung die Einschränkung ihrer Verarbeitung. Nicht-automatisiert geführte Dateisysteme, welche die speichernde Stelle insgesamt nicht mehr zur Erfüllung ihrer Aufgaben benötigt, sind zu vernichten."
48,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu den in § 30 des Berliner Datenschutzgesetzes genannten Zwecken verarbeitet werden; Verordnungsermächtigung",P48-A5,5,"Die Prüfung, ob personenbezogene Daten in Dateisystemen zu löschen sind, weil ihre Kenntnis für die speichernde Stelle zur Erfüllung ihrer Aufgaben nicht mehr erforderlich ist, erfolgt aus Anlass einer Einzelfallprüfung oder nach Ablauf hierfür bestimmter Fristen. Die jeweils zuständige Senatsverwaltung wird ermächtigt, diese Prüffristen durch Rechtsverordnung zu regeln. Bei in Dateisystemen suchfähig gespeicherten personenbezogenen Daten dürfen die Fristen regelmäßig"
48,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu den in § 30 des Berliner Datenschutzgesetzes genannten Zwecken verarbeitet werden; Verordnungsermächtigung",,,"bei Erwachsenen zehn Jahre,"
48,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu den in § 30 des Berliner Datenschutzgesetzes genannten Zwecken verarbeitet werden; Verordnungsermächtigung",,,bei Jugendlichen fünf Jahre und
48,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu den in § 30 des Berliner Datenschutzgesetzes genannten Zwecken verarbeitet werden; Verordnungsermächtigung",,,bei Kindern zwei Jahre
48,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu den in § 30 des Berliner Datenschutzgesetzes genannten Zwecken verarbeitet werden; Verordnungsermächtigung",,,"nicht überschreiten, wobei nach Art und Zweck der Speicherung, nach Art und Bedeutung des Anlasses sowie nach der Kategorie der Person, zu der die Daten gespeichert sind, zu unterscheiden ist. Die Frist beginnt regelmäßig mit dem letzten Anlass der Speicherung, jedoch nicht vor Entlassung der betroffenen Person aus einer Justizvollzugsanstalt oder Beendigung einer mit Freiheitsentziehung verbundenen Maßregel der Besserung oder Sicherung. Personenbezogene Daten über die in § 42 Absatz 4 Satz 1 Nummer 3 genannten Personen in automatisiert geführten Dateisystemen können ohne deren Einwilligung nur für die Dauer eines Jahres gespeichert werden. Die Speicherung für jeweils ein weiteres Jahr ist zulässig, soweit die Voraussetzungen für die Weiterverarbeitung weiterhin vorliegen. Die Speicherung nach den Sätzen 5 und 6 darf jedoch insgesamt drei Jahre nicht überschreiten. § 42 Absatz 1 Satz 1 Nummer 2 bleibt unberührt."
48,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu den in § 30 des Berliner Datenschutzgesetzes genannten Zwecken verarbeitet werden; Verordnungsermächtigung",P48-A6,6,Die Regelungen des Archivgesetzes über die Aussonderung und Anbietung von Unterlagen sowie den Umgang mit Archivgut bleiben unberührt.
48,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu den in § 30 des Berliner Datenschutzgesetzes genannten Zwecken verarbeitet werden; Verordnungsermächtigung",P48-A7,7,"Die Mitteilungspflichten des Verantwortlichen nach § 44 Absatz 5 Satz 2 und § 61 Absatz 3 Satz 2 des Berliner Datenschutzgesetzes entfallen, wenn deren Erfüllung sich als unmöglich erweist oder mit einem unverhältnismäßigen Aufwand verbunden ist."
48a,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu Zwecken außerhalb des § 30 des Berliner Datenschutzgesetzes verarbeitet werden",P48a-A1,1,"Für die Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu Zwecken außerhalb des § 30 des Berliner Datenschutzgesetzes verarbeitet werden, sowie der zugehörigen Unterlagen gelten ergänzend zu den Artikeln 16 bis 19 der Verordnung (EU) 2016/679 und zu § 25 des Berliner Datenschutzgesetzes die folgenden Absätze."
48a,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu Zwecken außerhalb des § 30 des Berliner Datenschutzgesetzes verarbeitet werden",P48a-A2,2,"Bezogen auf die Artikel 16 und 18 Absatz 1 Buchstabe a der Verordnung (EU) 2016/679 betrifft die Frage der Richtigkeit insbesondere im Falle von Aussagen oder Bewertungen nicht deren Inhalt. Wenn die Richtigkeit oder Unrichtigkeit personenbezogener Daten nicht festgestellt werden kann, tritt an die Stelle der Berichtigung nach Artikel 16 der Verordnung (EU) 2016/679 die Einschränkung der Verarbeitung nach Artikel 18. Die oder der Verantwortliche hat die betroffene Person, die ihr Recht auf Berichtigung geltend gemacht hat, über die an die Stelle der Berichtigung tretende Einschränkung der Verarbeitung schriftlich zu unterrichten; dies gilt nicht, soweit bereits die Unterrichtung eine Gefährdung im Sinne von § 23 Absatz 1 des Berliner Datenschutzgesetzes mit sich bringen würde. Die Unterrichtung ist zu begründen; § 24 Absatz 3 des Berliner Datenschutzgesetzes gilt entsprechend."
48a,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu Zwecken außerhalb des § 30 des Berliner Datenschutzgesetzes verarbeitet werden",P48a-A3,3,"Sind personenbezogene Daten in nicht-automatisiert geführten Dateisystemen nach Artikel 16 der Verordnung (EU) 2016/679 zu berichtigen oder nach Artikel 18 in ihrer Verarbeitung einzuschränken, ist ein entsprechender Vermerk anzubringen."
48a,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu Zwecken außerhalb des § 30 des Berliner Datenschutzgesetzes verarbeitet werden",P48a-A4,4,Ergänzend zu den Artikeln 16 und 19 der Verordnung (EU) 2016/679 gelten hinsichtlich der Berichtigungs- und Mitteilungspflichten bezogen auf übermittelte personenbezogene Daten § 44 Absatz 5 und § 61 Absatz 3 Satz 2 des Berliner Datenschutzgesetzes entsprechend.
48a,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu Zwecken außerhalb des § 30 des Berliner Datenschutzgesetzes verarbeitet werden",P48a-A5,5,Ergänzend zu den Artikeln 17 und 18 der Verordnung (EU) 2016/679 gilt für die Löschung personenbezogener Daten § 48 Absatz 3 und 4 entsprechend.
48a,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu Zwecken außerhalb des § 30 des Berliner Datenschutzgesetzes verarbeitet werden",P48a-A6,6,"Die Prüfung, ob personenbezogene Daten in Dateisystemen zu löschen sind, weil ihre Kenntnis für die speichernde Stelle zur Erfüllung ihrer Aufgaben nicht mehr erforderlich ist, erfolgt aus Anlass einer Einzelfallprüfung oder nach Ablauf hierfür bestimmter Fristen. Die jeweils zuständige Senatsverwaltung wird ermächtigt, diese Prüffristen durch Rechtsverordnung zu regeln. § 48 Absatz 5 gilt entsprechend."
48a,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu Zwecken außerhalb des § 30 des Berliner Datenschutzgesetzes verarbeitet werden",P48a-A7,7,"Anstelle der Löschung nach Artikel 17 Absatz 1 der Verordnung (EU) 2016/679 kann die Verarbeitung personenbezogener Daten eingeschränkt werden, wenn"
48a,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu Zwecken außerhalb des § 30 des Berliner Datenschutzgesetzes verarbeitet werden",,,"Grund zu der Annahme besteht, dass eine Löschung schutzwürdige Interessen einer betroffenen Person beeinträchtigen würde,"
48a,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu Zwecken außerhalb des § 30 des Berliner Datenschutzgesetzes verarbeitet werden",,,die Daten zu Beweiszwecken weiter aufbewahrt werden müssen oder
48a,"Berichtigung, Löschung und Einschränkung der Verarbeitung personenbezogener Daten, die zu Zwecken außerhalb des § 30 des Berliner Datenschutzgesetzes verarbeitet werden",,,eine Löschung wegen der besonderen Art der Speicherung nicht oder nur mit unverhältnismäßig hohem Aufwand möglich ist.
